,Country,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling,Status,Estimated road traffic death rate,Age-standardized suicide rates,Population using safely managed drinking-water services (%),Population using safely managed sanitation services (%),Region
89,Lao People's Democratic Republic,62.38125,197.1875,10.625,3.505333333333334,0.0,60.30769230769231,552.75,14.362500000000002,14.75,58.8125,3.444,61.5,0.2,8807.363427092083,4935281.544642857,6.275,6.3812500000000005,0.5156250000000001,9.23125,Developing,14.20125,7.3652083333333325,12.064375,38.563125,Western Pacific
90,Latvia,73.73125,161.8125,0.0,8.864,530.60519180375,88.9375,3.3125,51.306250000000006,0.0,95.0625,6.331333333333334,95.0,0.1,7951.824896624999,1174562.6875,2.40625,2.43125,0.7924999999999999,15.568749999999998,Developed,17.84125,22.101458333333337,93.400625,58.92375,Europe
91,Lebanon,74.2,65.3125,1.0,1.785333333333334,333.0479451320625,70.5,295.1875,55.3375,1.0,71.25,6.6706666666666665,70.5,0.1,4696.1923789375005,2489104.5,4.768750000000002,4.718750000000001,0.4696875,13.74375,Developing,16.460625,2.93,45.614375,11.82625,Eastern Mediterranean
92,Lesotho,48.78124999999999,550.0625,4.5,2.0866666666666664,82.11891290006248,73.23076923076923,266.6875,25.237499999999997,6.3125,67.9375,7.607333333333333,79.4375,22.96875,794.5230103125001,1200527.5625,7.187499999999999,7.068749999999999,0.4568125,10.65625,Developing,28.00625,75.44604166666666,15.9775,23.143125,Africa
93,Liberia,57.525,246.9375,10.6875,3.2580000000000005,25.27170667675,49.125,705.3125,19.9875,14.75,59.4375,6.843999999999999,40.6875,2.28125,246.2817480312501,2788942.625,7.8375,7.7625,0.3894375,9.86875,Developing,34.790625,8.5275,20.582302631578948,15.728312500000001,Africa
94,Libya,72.48750000000001,139.6875,2.1875,0.01,180.0749890925,96.3125,547.3125,54.83749999999999,2.5,96.5,3.728,96.5,0.1,4598.161975416667,15424546.5875,5.599999999999999,5.43125,0.7408125,14.79375,Developing,22.09125,5.2,68.72619791666666,23.334375,Eastern Mediterranean
95,Lithuania,72.80624999999999,117.25,0.0,12.632666666666667,1015.75384256375,94.75,14.9375,49.23125,0.0,88.8125,6.547333333333333,94.25,0.1,9007.4586225,1926212.125,2.9375,2.96875,0.8066874999999999,16.1,Developed,18.34625,35.890625,78.2475,83.845625,Europe
96,Luxembourg,80.78125,67.5625,0.0,11.922,8177.5763413625,92.375,1.125,47.825,0.0,98.0625,7.547333333333333,98.9375,0.1,53257.012740625,265276.375,0.95,0.9125000000000002,0.8781250000000002,13.6375,Developed,10.010625000000001,10.987708333333332,99.73625,92.19125,Europe
97,Madagascar,62.74375,228.8125,34.9375,0.8200000000000001,43.25315657175,63.35714285714285,9576.1875,14.76875,51.125,59.9375,4.710666666666667,61.25,0.525,314.04132958124995,10950267.4375,7.868749999999999,7.78125,0.4566874999999999,9.33125,Developing,26.653125,10.43375,11.89375,6.14125,Africa
98,Malawi,49.89375,424.4375,37.125,0.9193333333333332,25.849706456812505,89.57142857142857,7559.4375,16.78125,58.75,89.0625,6.658666666666666,83.625,16.68125,237.50404201875,6700263.0625,7.11875,6.987500000000001,0.410625,10.23125,Developing,31.895,15.934791666666667,20.582302631578948,21.065625,Africa
99,Malaysia,73.75625000000001,118.5625,3.3125,0.4906666666666667,248.88502812,96.0,1453.125,29.168750000000003,4.125,96.375,3.7486666666666655,96.4375,0.1,4904.9389918125,11529155.8125,8.6125,8.40625,0.749125,12.562499999999998,Developing,24.824375,5.450625,93.124375,68.4,Western Pacific
100,Maldives,75.5375,83.1875,0.0,1.407333333333333,626.4998210524999,97.875,157.875,19.29375,0.0,97.875,8.236666666666668,97.875,0.1,3818.2969615625,3334.25,14.19375,14.2875,0.6386249999999999,12.000000000000002,Developing,2.325625,3.54875,44.631375,35.7871875,South-East Asia
101,Mali,54.9375,202.125,55.9375,0.438,48.981176981125,67.15384615384616,823.3125,17.212500000000002,96.5,62.5,6.522666666666667,67.0,1.825,530.5121700999999,5781492.875,7.075,6.3500000000000005,0.3651874999999999,6.43125,Developing,24.155,8.775208333333333,20.582302631578948,11.17,Africa
102,Malta,80.36250000000001,60.75,0.0,7.130000000000001,1181.43178558125,80.53846153846153,2.1875,66.18125,0.0,89.4375,8.596666666666666,89.3125,0.1,10114.797943125002,224742.4375,0.7499999999999999,0.7124999999999999,0.8111875,14.306250000000002,Developed,3.926875,5.598958333333333,100.0,91.87,Europe
103,Mauritania,62.8,159.9375,7.8125,0.0133333333333333,31.7031471238125,57.63636363636363,815.9375,22.475,11.9375,63.0625,3.935333333333334,60.125,1.1875000000000004,635.04960900625,1262286.1875,6.48125,6.81875,0.4730625,7.318750000000001,Developing,25.984375,5.8075,20.582302631578948,15.728312500000001,Africa
104,Mauritius,72.7125,163.5625,0.0,2.906666666666667,422.2395242989375,96.1875,54.3125,25.98125,0.0,96.5,4.524666666666667,96.3125,0.10625,5299.579823624998,663332.875,7.46875,7.4125,0.722625,13.531249999999998,Developing,14.095625,8.868125000000001,20.582302631578948,15.728312500000001,Africa
105,Mexico,75.71874999999999,111.0625,39.625,5.114,465.3274957875,94.4375,11.0,51.41875,46.5,95.0625,6.074,95.0,0.1,5179.33080675,27585265.1875,1.7312499999999995,1.6687499999999995,0.7288749999999999,12.325,Developing,14.543125,4.755,40.844375,29.616875,Americas
106,Micronesia (Federated States of),68.2,154.0625,0.0,2.1453333333333333,0.0,75.4375,8.75,65.15,0.0,82.375,11.056,81.875,0.1,8807.363427092083,4935281.544642857,0.2125,0.20625,0.5868125,10.4,Developing,5.105,27.264166666666668,55.21810267857143,56.17975961538461,Western Pacific
107,Mongolia,65.8875,222.125,1.5625,2.354,126.378363989375,97.4375,2079.25,39.79375,1.9375,97.5625,5.180666666666667,97.375,0.1,1984.6880227125,2037470.6875,2.28125,2.3875,0.6620625,12.66875,Developing,19.87875,22.637083333333333,24.8875,39.620625,Western Pacific
108,Montenegro,74.5,92.75,0.0,2.584285714285713,455.049824020625,48.5,0.625,50.4875,0.0,84.3,7.419333333333335,84.5,0.1,4676.5142775,329668.1875,2.1375,2.1875,0.58375,10.71875,Developing,14.033125,17.850833333333334,84.30199999999999,34.519,Europe
109,Morocco,72.15624999999999,95.1875,21.375,0.5186666666666667,102.98965830775,87.25,2593.0,48.61875,24.875,96.9375,5.442666666666668,97.1875,0.1,1936.391438375,20591653.9375,6.456249999999999,6.3125,0.5854999999999999,10.2875,Developing,22.67875,9.685208333333334,61.769375,35.173125,Eastern Mediterranean
110,Mozambique,53.39375,226.25,74.5625,1.2660000000000002,37.03415152218751,67.86666666666666,4735.0,16.14375,107.25,69.0,5.972666666666666,64.0625,11.3875,365.06823808125,11729745.9375,3.80625,3.71875,0.3608125,7.987500000000001,Developing,31.834375,24.610416666666666,20.582302631578948,15.728312500000001,Africa
111,Myanmar,64.2,154.3125,56.625,0.3513333333333333,12.82456363525,65.46153846153847,914.5,17.125,76.9375,70.6875,2.0126666666666666,72.375,0.475,616.18435734375,26015702.0,13.13125,13.424999999999995,0.4882500000000001,8.325,Developing,19.613125,4.2475,39.260625,60.336875,South-East Asia
112,Namibia,60.400000000000006,313.1875,2.875,4.710666666666667,359.9300794169376,86.33333333333333,722.0625,28.225,3.8125,78.5,7.398666666666667,83.5,13.64375,3042.6035070000003,1025527.125,10.699999999999998,10.70625,0.5883125000000001,11.55,Developing,24.999375,21.974999999999998,20.582302631578948,15.728312500000001,Africa
113,Nepal,66.48125,147.25,29.125,0.19,40.1620642759375,65.38461538461539,4663.5625,15.175000000000004,38.125,69.125,5.889333333333334,73.6875,0.15625,395.32846794375007,14633755.5625,17.13125,17.66875,0.494375,10.43125,Developing,15.775,10.449166666666667,28.0375,22.6075,South-East Asia
114,Netherlands,81.13125,61.625,1.0,8.846666666666666,3805.687047718751,48.2,251.9375,53.96875,1.0,96.8125,7.141333333333334,96.8125,0.1,34964.719796875,9775704.375,1.025,0.9625,0.8997499999999999,17.056250000000002,Developed,5.06,8.318125,99.985,97.45875,Europe
115,New Zealand,81.33749999999999,71.5,0.0,9.16625,2922.147779791875,70.1875,94.9375,56.62500000000001,0.0,89.125,8.876000000000001,70.625,0.1,14775.554806874998,4935281.544642857,0.3124999999999999,0.2999999999999999,0.8911875,18.868749999999995,Developed,9.6175,12.0775,86.825,78.371875,Western Pacific
116,Nicaragua,73.45,162.375,3.0625,3.5966666666666667,183.6629076488125,91.875,0.0,42.68125,3.6875,88.1875,6.730666666666666,91.875,0.2249999999999999,957.9039710625,1999846.9375,1.96875,1.875,0.6035,11.1125,Developing,15.348125,5.814166666666666,50.55375,43.34714133522727,Americas
117,Niger,56.98125,232.4375,52.8125,0.0913333333333333,19.099368610625003,60.57142857142857,15467.125,16.3625,105.6875,52.9375,6.577333333333332,52.3125,1.1625,259.782440975,11240718.9375,9.025,8.9125,0.298125,4.01875,Developing,27.293125,10.251041666666667,20.582302631578948,10.395625,Africa
118,Nigeria,51.35625000000001,248.5,535.6875,8.646666666666667,85.44427533293752,42.90909090909091,51653.9375,19.75,852.0625,41.3125,3.7106666666666666,39.3125,4.83125,1360.1398774687502,70877003.0625,10.41875,10.36875,0.367375,9.0,Developing,25.5975,8.890416666666667,16.8725,24.0775,Africa
119,Norway,81.79375,66.25,0.0,6.234375000000001,4658.813918093751,84.45190351976066,6.3125,50.81249999999999,0.0,93.0625,9.086,87.9375,0.1,27434.946928125,2614432.3125,0.7625000000000003,0.6999999999999998,0.9314374999999998,17.46875,Developed,5.06875,11.193958333333335,99.57,61.090625,Europe
120,Oman,74.84375,67.75,1.0,0.5346666666666667,387.410820335625,98.8125,10.875,44.78125,1.0,98.5,2.8766666666666665,98.75,0.1,7621.311126875001,15424546.5875,7.024999999999999,6.824999999999999,0.7155,12.225,Developing,27.296875,5.412916666666667,85.551875,50.36647619047619,Eastern Mediterranean
121,Pakistan,64.5,154.0,367.9375,0.026,26.1203906045625,67.3076923076923,3842.3125,18.3125,461.0,64.1875,2.9039999999999995,70.875,0.1,666.11105159375,69027961.8125,15.0875,15.5125,0.500875,6.718749999999998,Developing,14.116875,10.504791666666668,37.191875,50.36647619047619,Eastern Mediterranean
122,Panama,76.4875,115.875,1.125,6.212,569.9716162019376,78.66666666666667,0.25,49.31249999999999,1.6875,84.6875,7.722,80.0,0.125,5417.768890249999,1955021.875,2.0812500000000003,2.0187500000000003,0.74825,12.775000000000002,Developing,14.4975,5.020416666666667,68.75443587662338,43.34714133522727,Americas
123,Papua New Guinea,61.68125,266.5625,10.625,0.5806666666666666,75.37048165187501,57.0,2349.875,40.7875,13.75,62.5625,5.462666666666667,68.375,1.16875,758.0976163466668,4813446.0,1.4062500000000002,1.3625,0.4661874999999999,8.54375,Developing,16.9725,3.2616666666666667,55.21810267857143,56.17975961538461,Western Pacific
124,Paraguay,73.1125,139.9375,3.1875,5.527333333333334,229.790694404375,82.15384615384616,0.0,39.525,3.6875,77.9375,6.778666666666665,89.625,0.1375,1983.4043354375003,3299080.625,2.2,2.11875,0.6561875,12.16875,Developing,17.990625,4.46,56.11875,50.52375,Americas
125,Peru,73.66250000000001,122.4375,11.8125,4.278666666666666,417.078699565,83.6923076923077,0.375,44.86875,15.125,82.8125,4.926666666666667,81.0,0.2937499999999999,2928.543541625,16854321.6875,1.2187499999999998,1.2187499999999998,0.7032499999999999,13.306250000000002,Developing,15.094375,3.18,47.621875,24.8975,Americas
126,Philippines,67.57499999999999,217.9375,61.1875,4.510666666666666,89.55657082674999,62.125,7144.6875,19.1875,78.8125,78.1875,3.9053333333333335,79.125,0.1,1397.1361066875002,37265400.3125,1.0,9.69375,0.6504375,11.54375,Developing,10.49375,2.5464583333333333,43.301875,47.671875,Western Pacific
127,Poland,75.65,107.5625,2.25,9.99866666666667,310.682268485,97.375,47.4375,53.73125,2.6875,96.75,6.379333333333334,98.75,0.1,6792.5636004375,16053249.625,2.20625,2.3625,0.8131875,15.25,Developed,14.344375,15.109791666666666,93.27636363636364,84.090625,Europe
128,Portugal,79.99375,58.875,0.1875,12.211333333333334,1614.89704591875,87.625,7.25,43.63125,0.375,96.5,7.952666666666667,97.0,0.1,11598.625531249998,1032225.375,0.7187500000000001,0.5374999999999999,0.8049999999999998,15.937500000000002,Developed,14.129375,8.371458333333333,94.354375,61.951875,Europe
129,Qatar,77.03125,75.375,0.0,1.0813333333333333,2466.8550051575003,95.0625,96.25,65.65,0.0,95.875,2.6013333333333337,89.6875,0.1,40748.44410437502,15424546.5875,4.956249999999999,4.5875,0.8283750000000001,12.85,Developing,22.84375,5.55375,96.54375,76.175,Eastern Mediterranean
130,Republic of Korea,80.4875,76.1875,2.125,8.855333333333334,0.0,95.125,3548.4375,23.243749999999995,2.5625,91.25,5.912,96.0625,0.1,8807.363427092083,4935281.544642857,1.5375000000000003,1.01875,0.65463125,12.584374999999998,Developing,15.63125,23.011041666666667,97.59285714285714,85.376875,Western Pacific
131,Republic of Moldova,69.98124999999999,210.3125,1.0,9.545333333333334,0.0,95.0,390.875,43.90625,1.0625,94.9375,6.956666666666667,72.8125,0.1,14759.600598875568,7782217.683238637,3.025,3.2,0.7694268617021276,14.543351063829787,Developing,14.253125,16.580416666666668,56.594375,70.04477129629629,Europe
132,Romania,74.05000000000001,156.0625,2.8125,8.968666666666667,426.536634242625,91.8125,1365.6875,52.24999999999999,3.25,94.75,5.278,95.0,0.1,4258.9400543125,9206345.625,3.16875,3.50625,0.762625,13.925,Developed,12.12875,10.48375,81.78,59.891333333333336,Europe
133,Russian Federation,67.76249999999999,224.5625,16.6875,11.127999999999998,326.08407506487504,92.33333333333331,1616.4375,53.31875000000001,19.3125,97.5625,6.223333333333333,97.125,0.2624999999999999,6545.137358999999,59762085.625,2.44375,2.60625,0.7621875,13.74375,Developing,25.0175,38.662708333333335,75.13,57.46375,Europe
134,Rwanda,59.3125,246.8125,20.75,5.635999999999999,20.1913534375,96.0,505.875,14.749999999999998,32.0625,88.5,6.350666666666666,89.375,4.425000000000001,300.01801709375,3735506.5625,6.6312500000000005,6.65625,0.4176874999999999,9.2875,Developing,34.675625,15.041041666666667,7.15625,15.728312500000001,Africa
135,Saint Lucia,73.6,146.25,0.0,11.511333333333337,0.0,89.28571428571429,0.0,39.59374999999999,0.0,84.875,6.922666666666666,83.8125,0.15,5329.105300112037,11056231.956521738,4.35,4.38125,0.6647499999999998,12.70625,Developing,15.531875000000001,7.763750000000001,68.75443587662338,43.34714133522727,Americas
136,Saint Vincent and the Grenadines,73.475,152.0625,0.0,6.11,0.0,93.0,0.0,41.99375,0.0,97.875,4.816000000000002,98.3125,0.28125,5329.105300112037,11056231.956521738,3.6625,3.6125,0.6572500000000001,13.18125,Developing,6.81875,5.3168750000000005,68.75443587662338,43.34714133522727,Americas
137,Samoa,73.61875,133.5625,0.0,2.704,254.59701798437504,54.9375,0.5625,62.90625,0.0,57.25,5.325333333333333,62.9375,0.1,2121.6206485,131440.125,0.2,0.16875,0.6784375,12.64375,Developing,14.465,14.898958333333333,45.185625,48.04625,Western Pacific
138,Sao Tome and Principe,65.1625,164.9375,0.0,4.191333333333334,52.315094208812496,83.3076923076923,0.0,20.85,0.0,90.5625,6.586,95.125,0.96875,771.0348342533331,108853.9375,6.6375,6.55625,0.5282500000000001,10.25625,Developing,23.396875,2.266875,29.696875,20.805625,Africa
139,Saudi Arabia,73.46875,52.125,8.625,0.0746666666666666,838.506400329375,96.8125,759.3125,55.31250000000001,10.0,96.8125,3.924666666666667,96.875,0.1,10689.052945812498,15424546.5875,7.35625,7.368749999999999,0.7826249999999998,13.2875,Developing,23.355,4.668333333333334,68.72619791666666,44.175625,Eastern Mediterranean
140,Senegal,62.56875,174.1875,22.3125,0.3093333333333333,21.48642622468749,86.41666666666667,3248.75,18.44375,36.625,75.4375,4.938,78.3125,0.53125,274.61116614375004,5413842.6875,8.09375,7.9875,0.4325625,7.125000000000001,Developing,24.97,13.379375000000001,20.582302631578948,16.93,Africa
141,Serbia,73.95625,130.4375,1.0,8.682666666666668,464.7447380456875,90.75,73.8125,52.1375,1.0625,94.625,6.198666666666668,93.3125,0.1,3674.5424077625007,3608279.875,2.39375,2.425,0.7416875,13.531249999999998,Developing,9.866875,15.17125,74.660625,20.451875,Europe
142,Seychelles,72.37500000000001,161.1875,0.0,6.201333333333333,466.8304218925,98.6875,0.6875,28.40625,0.0,98.5,3.802,98.5,0.1,6496.302397062499,61543.8125,5.906249999999998,6.3,0.6908124999999999,12.90625,Developing,12.5075,8.245416666666666,20.582302631578948,15.728312500000001,Africa
143,Sierra Leone,46.1125,357.8125,27.5625,3.154666666666667,29.1055785935625,83.44444444444444,673.875,18.306249999999995,41.875,71.75,9.218,72.125,1.5187499999999998,271.50556128125004,3336264.5625,7.68125,7.1,0.3618125,8.23125,Developing,30.53625,11.426250000000001,6.68,10.73375,Africa
144,Singapore,81.47500000000001,62.0,0.0,1.7625000000000002,2332.57175895,95.875,85.75,25.90625,0.0,96.125,3.6880000000000006,96.1875,0.1,32790.105906875004,4935281.544642857,2.1250000000000004,2.06875,0.8668750000000001,13.981249999999998,Developed,5.060625,9.482083333333334,100.0,100.0,Western Pacific
145,Slovakia,74.75,118.0625,0.0,10.473333333333333,0.0,98.5625,0.25,51.81875000000001,0.125,98.4375,7.375999999999999,98.625,0.1,14759.600598875568,7782217.683238637,1.3437500000000002,1.4250000000000005,0.8033124999999999,14.350000000000003,Developed,11.38125,11.581249999999999,96.054375,84.14937499999999,Europe
146,Slovenia,79.73125,76.4375,0.0,10.754666666666669,1556.3345450087495,84.45190351976066,6.0625,52.2,0.0,95.1875,8.855333333333334,95.0,0.1,11441.0443775,401279.0625,1.7687499999999998,1.79375,0.8604375,16.475,Developed,10.89375,19.169791666666665,87.061875,41.934375,Europe
147,Solomon Islands,67.7125,140.0625,0.0,0.8006666666666665,112.02741557056252,78.625,0.0,39.175,0.0,87.75,6.267333333333334,75.375,0.1,801.9123831749998,329044.1875,1.24375,1.2624999999999995,0.4802499999999999,8.6375,Developing,17.724375,17.706666666666667,55.21810267857143,56.17975961538461,Western Pacific
148,Somalia,53.31875,316.75,49.875,0.01,0.0,42.0,5494.0625,18.6875,80.5625,29.8125,4.933883333333333,29.3125,0.8375000000000001,297.47334513333334,15424546.5875,7.268750000000001,7.08125,0.6413249999999999,11.2565625,Developing,27.286875,16.07125,68.72619791666666,20.84,Eastern Mediterranean
149,South Africa,57.49999999999999,412.75,48.6875,7.588666666666666,616.359643518125,66.5,1506.0,38.150000000000006,69.8125,65.3125,8.306000000000001,70.1875,18.49375,4869.4270436875,29213839.465000004,9.175,11.075,0.6290624999999999,12.89375,Developing,33.154375,27.260833333333334,20.582302631578948,15.728312500000001,Africa
150,South Sudan,53.875,346.3125,27.75,2.963014492753623,8.2410769375,31.0,315.75,20.848913043478262,43.25,44.0,2.7100000000000004,47.0,3.69375,1092.233630625,3750827.125,7.45054347826087,7.38641304347826,0.1316875,1.53125,Developing,24.329375,7.073333333333333,20.582302631578948,15.728312500000001,Africa
151,Spain,82.06875,63.625,1.625,10.024,2332.680183884375,92.5,449.875,58.66875,1.875,96.75,8.536666666666665,96.75,0.1,17093.459736875,26542854.125,0.5999999999999999,0.5,0.8505625,16.35625,Developed,8.570625,5.947500000000001,99.535,94.256875,Europe
152,Sri Lanka,73.4,144.375,4.0,2.096,59.75360089375,90.6153846153846,1420.4375,17.275,4.75,98.375,3.771333333333334,98.4375,0.1,1040.110189675,10844.8125,15.325000000000005,15.36875,0.7251875,13.21875,Developing,14.204375,20.368333333333332,44.631375,35.7871875,South-East Asia
153,Sudan,61.825,240.3125,64.625,1.458,97.69844266625,72.36363636363636,3108.0,44.845937500000005,96.625,72.25,5.695333333333335,72.375,0.25,1192.7979534312497,18046515.125,7.1190625,6.9799999999999995,0.4409999999999999,6.374999999999998,Developing,24.447499999999998,5.272083333333334,68.72619791666666,50.36647619047619,Eastern Mediterranean
154,Suriname,70.08125,166.0,0.0,4.984,508.494032814375,85.27272727272727,0.0,50.15625000000001,0.0,78.25,6.662666666666667,82.5625,0.7625,4781.216821937499,190916.625,3.5125,3.45625,0.4810624999999999,11.825,Developing,20.8175,27.005,53.17125,28.960625,Americas
155,Swaziland,51.325,339.0,2.625,4.463333333333334,278.0997131315,76.0,49.125,25.5,3.6875,89.0,7.308666666666666,83.75,32.94375,2165.0908375000004,457303.0625,6.475,6.63125,0.5156875000000001,10.35,Developing,30.035,62.846666666666664,20.582302631578948,15.728312500000001,Africa
156,Sweden,82.51875,59.1875,0.0,6.926666666666666,4438.163153549999,59.2,18.9375,56.24999999999999,0.0,98.3125,9.932666666666668,98.3125,0.1,29334.990639375,5514868.3125,1.3500000000000003,1.3062500000000004,0.893125,15.868750000000002,Developed,4.74125,12.387291666666668,99.55125,93.65375,Europe
157,Switzerland,82.33125,55.75,0.0,10.337999999999996,9801.81037748125,84.45190351976066,397.5,51.43749999999999,0.0,95.375,6.0873333333333335,94.5625,0.1,57362.874601250005,5913241.8125,0.5374999999999999,0.39375,0.9110625,15.393749999999995,Developed,5.416875,12.919791666666667,94.25,99.62125,Europe
158,Syrian Arab Republic,70.85,139.625,8.0,0.8046666666666666,39.2994856325,64.125,295.6875,47.31249999999999,9.5625,64.8125,3.9466666666666654,48.4375,0.1,1087.435773875,6741444.8125,6.449999999999999,6.2562500000000005,0.6180625,10.98125,Developing,22.618125,1.8672916666666666,68.72619791666666,50.36647619047619,Eastern Mediterranean
159,Tajikistan,66.65625,177.5625,10.6875,0.3306666666666666,17.277192458187503,84.42857142857143,208.1875,33.112500000000004,12.75,88.3125,5.648,89.25,0.2562499999999999,335.84172523125017,4751355.0,3.80625,3.85,0.5838125,10.68125,Developing,18.78,4.899166666666667,44.2325,70.04477129629629,Europe
160,Thailand,73.08125,160.375,12.125,6.131333333333332,401.2599633999999,97.0,4311.9375,21.59375,14.125,98.3125,3.757333333333333,98.1875,0.3875,3494.781701625,31170509.5,8.54375,8.7,0.6946875000000001,12.55,Developing,37.718125,8.457708333333334,44.631375,21.815625,South-East Asia
161,The former Yugoslav republic of Macedonia,74.1125,60.8125,0.0,1.8586666666666667,0.0,83.54545454545455,74.75,52.90625,0.0,95.5,7.535999999999999,94.875,0.1,14759.600598875568,7782217.683238637,2.43125,2.45625,0.45575,12.38125,Developing,7.635,8.216041666666667,80.35375,12.7725,Europe
162,Timor-Leste,64.75625,170.375,2.375,0.2353333333333333,21.1875232745,76.0,85.0625,14.55,3.0,63.21428571428572,1.646666666666667,64.21428571428571,0.1,551.7106493125001,460195.625,10.525,11.693749999999998,0.517625,10.7,Developing,14.79,4.321458333333333,44.631375,35.7871875,South-East Asia
163,Togo,56.66250000000001,311.3125,14.1875,0.9473333333333332,23.705604090625005,76.625,532.5,17.993750000000006,21.4375,67.1875,5.243333333333334,74.3125,3.8625,317.20409206875007,3722045.5625,7.86875,7.7375,0.4459374999999999,10.65,Developing,30.799375,18.53875,13.378125,6.91125,Africa
164,Tonga,72.53124999999999,129.625,0.0,1.1673333333333331,323.80934292818745,75.5,0.25,62.94375,0.0,76.875,5.206,70.3125,0.1,1981.5551861875,26589.8125,0.1,0.1,0.6988125000000001,14.218749999999998,Developing,11.180625,5.101875,29.358125,34.761875,Western Pacific
165,Trinidad and Tobago,71.06875,163.375,0.0,6.044666666666666,559.314872033125,54.92857142857143,0.0,37.73125,0.25,76.4375,5.199333333333334,66.5,0.625,7741.748090062502,776133.125,6.1375,6.50625,0.7533749999999999,12.33125,Developing,17.8775,11.790416666666667,68.75443587662338,43.34714133522727,Americas
166,Tunisia,74.35625000000002,18.75,3.25,1.3106666666666666,366.74126047625,96.75,33.1875,48.25625,3.6875,97.6875,6.052666666666667,97.6875,0.1,3044.081488375,3274493.1875,6.406249999999999,6.3375,0.692625,14.05625,Developing,23.438125,3.5435416666666666,75.759375,63.823125,Eastern Mediterranean
167,Turkey,73.9125,98.375,26.9375,1.4213333333333331,253.4171775340625,87.0625,5272.9375,56.4125,32.25,80.8125,5.617999999999999,80.75,0.1,3983.91772175,33501352.8125,5.0125,4.849999999999999,0.7033125,12.675,Developing,8.01375,2.8675,86.77307884972171,65.735625,Europe
168,Turkmenistan,64.61874999999999,214.8125,6.5625,2.6546666666666665,187.78198755506253,97.28571428571428,15.125,38.11875,8.0625,95.5625,2.828666666666666,96.375,0.1,2511.6115398625,2635550.1875,3.3375,3.3625,0.211625,9.83125,Developing,16.673750000000002,11.738750000000001,77.86875,70.04477129629629,Europe
169,Uganda,55.70625,300.1875,89.6875,8.050666666666666,47.6921083495625,63.42857142857143,12394.625,15.525,138.875,65.4375,8.542000000000002,64.875,7.65,421.04849634375,15540587.125,6.2625,6.25625,0.4453125,10.59375,Developing,31.63875,18.100416666666668,6.8875,15.728312500000001,Africa
170,Ukraine,69.9375,205.75,5.0625,7.369333333333333,169.42733017693746,54.625,5395.1875,50.89375,5.9375,81.4375,6.777333333333333,70.0,0.5375,1577.293328625,10004933.25,2.575,2.6750000000000003,0.7165625000000001,14.60625,Developing,18.798125,25.714791666666667,78.07875,49.545625,Europe
171,United Arab Emirates,75.7,67.0625,1.0,1.75,1886.73158978125,93.875,75.625,53.80625,1.0,95.0625,3.036666666666666,94.625,0.1,22110.366986250003,15424546.5875,5.18125,4.968749999999998,0.8195625000000001,12.812500000000002,Developing,18.730625,5.968958333333333,68.72619791666666,80.49714285714286,Eastern Mediterranean
172,United Kingdom of Great Britain and Northern Ireland,80.79375,70.375,3.625,11.13125,0.0,84.45190351976066,715.75,55.3875,4.0625,92.875,8.533999999999999,92.875,0.1,14759.600598875568,7782217.683238637,0.7499999999999998,0.50625,0.7694268617021276,14.543351063829787,Developed,5.166875,7.337708333333333,99.961875,97.87375,Europe
173,United Republic of Tanzania,56.00625000000001,304.4375,95.25,3.5826666666666664,0.0,73.5,3348.5625,17.318749999999998,143.1875,83.375,4.701333333333334,74.6875,7.274999999999999,1471.9199822852975,8305022.777936508,7.425000000000001,7.356249999999999,0.4455426136363636,9.055113636363636,Developing,29.965625,11.072083333333333,20.582302631578948,13.735625,Africa
174,United States of America,78.06250000000001,58.1875,26.1875,8.579333333333333,0.0,81.375,130.625,58.45,30.75,82.125,15.863333333333332,95.125,0.1,5329.105300112037,11056231.956521738,0.7312500000000002,0.6062499999999998,0.668935546875,12.7943359375,Developed,13.8225,11.407708333333334,95.63272727272728,97.9675,Americas
175,Uruguay,76.075,119.9375,0.5625,6.172666666666667,621.8389194,94.3125,0.0,52.925,0.75,94.25,8.75,89.125,0.1,7192.5848745,2396771.125,1.6,1.54375,0.765625,15.231249999999998,Developing,15.244375,15.126249999999999,68.75443587662338,43.34714133522727,Americas
176,Uzbekistan,68.03125,184.8125,21.9375,1.608666666666667,44.373450264937496,95.64285714285714,208.4375,34.80624999999999,25.6875,98.5625,5.638000000000001,98.4375,0.20625,651.0923589312499,903631.6875,3.14375,3.175,0.603,11.64375,Developing,10.885625,9.752708333333333,57.6475,70.04477129629629,Europe
177,Vanuatu,71.38749999999999,137.875,0.0,0.8066666666666665,282.32574587000005,56.125,20.875,44.25625,0.0,66.1875,3.9286666666666665,59.0625,0.1,2000.245518125,123096.1875,1.56875,1.49375,0.3675,10.568749999999998,Developing,13.961875,22.01770833333333,55.21810267857143,56.17975961538461,Western Pacific
178,Venezuela (Bolivarian Republic of),73.3875,163.0,9.375,7.419999999999999,0.0,66.25,165.0,54.4875,10.75,74.6875,4.998666666666666,68.5,0.1,5329.105300112037,11056231.956521738,1.65,1.5625,0.7268125,12.7875,Developing,32.036875,4.31375,68.75443587662338,21.39363636363636,Americas
